year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,1,5,2359,6,352,345,7,B6,745,N568JB,JFK,PSE,205,1617,23,59,2013-11-02T03:00:00Z
2013,11,1,35,2250,105,123,2356,87,B6,1816,N353JB,JFK,SYR,36,209,22,50,2013-11-02T02:00:00Z
2013,11,1,455,500,-5,641,651,-10,US,1895,N192UW,EWR,CLT,88,529,5,0,2013-11-01T09:00:00Z
2013,11,1,539,545,-6,856,827,29,UA,1714,N38727,LGA,IAH,229,1416,5,45,2013-11-01T09:00:00Z
2013,11,1,542,545,-3,831,855,-24,AA,2243,N5CLAA,JFK,MIA,147,1089,5,45,2013-11-01T09:00:00Z
2013,11,1,549,600,-11,912,923,-11,UA,303,N595UA,JFK,SFO,359,2586,6,0,2013-11-01T10:00:00Z
2013,11,1,550,600,-10,705,659,6,US,2167,N748UW,LGA,DCA,57,214,6,0,2013-11-01T10:00:00Z
2013,11,1,554,600,-6,659,701,-2,US,2134,N742PS,LGA,BOS,40,184,6,0,2013-11-01T10:00:00Z
2013,11,1,554,600,-6,826,827,-1,DL,563,N912DE,LGA,ATL,126,762,6,0,2013-11-01T10:00:00Z
2013,11,1,554,600,-6,749,751,-2,DL,731,N315NB,LGA,DTW,93,502,6,0,2013-11-01T10:00:00Z
2013,11,1,555,600,-5,847,854,-7,B6,605,N640JB,EWR,FLL,149,1065,6,0,2013-11-01T10:00:00Z
2013,11,1,555,600,-5,839,846,-7,B6,583,N661JB,JFK,MCO,136,944,6,0,2013-11-01T10:00:00Z
2013,11,1,555,600,-5,929,943,-14,B6,1403,N746JB,JFK,SJU,196,1598,6,0,2013-11-01T10:00:00Z
2013,11,1,556,600,-4,834,851,-17,UA,407,N834UA,EWR,TPA,142,997,6,0,2013-11-01T10:00:00Z
2013,11,1,558,600,-2,727,730,-3,UA,279,N459UA,EWR,ORD,118,719,6,0,2013-11-01T10:00:00Z
2013,11,1,558,600,-2,650,658,-8,US,1909,N950UW,LGA,PHL,38,96,6,0,2013-11-01T10:00:00Z
2013,11,1,558,600,-2,914,905,9,AA,1175,N3GHAA,LGA,MIA,155,1096,6,0,2013-11-01T10:00:00Z
2013,11,1,558,600,-2,720,715,5,WN,464,N390SW,EWR,MDW,117,711,6,0,2013-11-01T10:00:00Z
2013,11,1,559,600,-1,756,730,26,AA,301,N4YHAA,LGA,ORD,119,733,6,0,2013-11-01T10:00:00Z
2013,11,1,600,600,0,709,716,-7,EV,5716,N820AS,JFK,IAD,49,228,6,0,2013-11-01T10:00:00Z
2013,11,1,600,600,0,725,721,4,UA,1198,N23707,LGA,ORD,121,733,6,0,2013-11-01T10:00:00Z
2013,11,1,601,600,1,853,856,-3,B6,371,N570JB,LGA,FLL,150,1076,6,0,2013-11-01T10:00:00Z
2013,11,1,601,610,-9,803,813,-10,DL,1919,N922DL,LGA,MSP,153,1020,6,10,2013-11-01T10:00:00Z
2013,11,1,602,600,2,843,815,28,FL,345,N353AT,LGA,ATL,131,762,6,0,2013-11-01T10:00:00Z
2013,11,1,603,600,3,717,711,6,EV,4533,N11109,EWR,BUF,53,282,6,0,2013-11-01T10:00:00Z
2013,11,1,604,610,-6,855,855,0,AA,1103,N3FTAA,LGA,DFW,205,1389,6,10,2013-11-01T10:00:00Z
2013,11,1,606,615,-9,746,750,-4,MQ,3525,N834MQ,LGA,RDU,74,431,6,15,2013-11-01T10:00:00Z
2013,11,1,606,615,-9,807,817,-10,US,1899,N199UW,JFK,CLT,93,541,6,15,2013-11-01T10:00:00Z
2013,11,1,606,610,-4,752,745,7,WN,2609,N440LV,LGA,STL,142,888,6,10,2013-11-01T10:00:00Z
2013,11,1,607,611,-4,857,912,-15,B6,601,N597JB,JFK,FLL,149,1069,6,11,2013-11-01T10:00:00Z
2013,11,1,608,615,-7,816,821,-5,EV,4471,N14993,EWR,CLT,98,529,6,15,2013-11-01T10:00:00Z
2013,11,1,609,615,-6,807,818,-11,US,1989,N174US,EWR,CLT,89,529,6,15,2013-11-01T10:00:00Z
2013,11,1,613,620,-7,810,810,0,MQ,3351,N528MQ,LGA,DTW,91,502,6,20,2013-11-01T10:00:00Z
2013,11,1,615,619,-4,753,819,-26,EV,5503,N134EV,EWR,MSP,142,1008,6,19,2013-11-01T10:00:00Z
2013,11,1,618,625,-7,725,735,-10,B6,2180,N183JB,EWR,BOS,44,200,6,25,2013-11-01T10:00:00Z
2013,11,1,619,620,-1,723,728,-5,EV,4241,N19966,EWR,DCA,48,199,6,20,2013-11-01T10:00:00Z
2013,11,1,620,622,-2,837,827,10,EV,4150,N11535,EWR,CVG,113,569,6,22,2013-11-01T10:00:00Z
2013,11,1,620,620,0,754,740,14,WN,423,N8604K,LGA,MDW,117,725,6,20,2013-11-01T10:00:00Z
2013,11,1,623,630,-7,839,839,0,EV,4393,N13538,EWR,IND,114,645,6,30,2013-11-01T10:00:00Z
2013,11,1,623,630,-7,806,808,-2,EV,4424,N12157,EWR,RDU,73,416,6,30,2013-11-01T10:00:00Z
2013,11,1,623,600,23,806,758,8,EV,5068,N723EV,EWR,DTW,86,488,6,0,2013-11-01T10:00:00Z
2013,11,1,623,630,-7,834,914,-40,US,534,N648AW,EWR,PHX,292,2133,6,30,2013-11-01T10:00:00Z
2013,11,1,624,630,-6,927,922,5,UA,797,N510UA,JFK,LAX,324,2475,6,30,2013-11-01T10:00:00Z
2013,11,1,624,629,-5,926,929,-3,AA,1205,N3AJAA,EWR,MIA,156,1085,6,29,2013-11-01T10:00:00Z
2013,11,1,625,630,-5,907,850,17,MQ,3550,N6EAMQ,LGA,ATL,129,762,6,30,2013-11-01T10:00:00Z
2013,11,1,625,630,-5,901,851,10,DL,575,N341NB,EWR,ATL,127,746,6,30,2013-11-01T10:00:00Z
2013,11,1,626,630,-4,806,805,1,AA,303,N586AA,LGA,ORD,120,733,6,30,2013-11-01T10:00:00Z
2013,11,1,626,630,-4,920,919,1,B6,1099,N705JB,LGA,MCO,138,950,6,30,2013-11-01T10:00:00Z
