year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,12,1,13,2359,14,446,445,1,B6,745,N715JB,JFK,PSE,195,1617,23,59,2013-12-02T04:00:00Z
2013,12,1,17,2359,18,443,437,6,B6,839,N593JB,JFK,BQN,186,1576,23,59,2013-12-02T04:00:00Z
2013,12,1,453,500,-7,636,651,-15,US,1895,N197UW,EWR,CLT,86,529,5,0,2013-12-01T10:00:00Z
2013,12,1,520,515,5,749,808,-19,UA,1487,N69804,EWR,IAH,193,1400,5,15,2013-12-01T10:00:00Z
2013,12,1,536,540,-4,845,850,-5,AA,2243,N634AA,JFK,MIA,144,1089,5,40,2013-12-01T10:00:00Z
2013,12,1,540,550,-10,1005,1027,-22,B6,939,N821JB,JFK,BQN,189,1576,5,50,2013-12-01T10:00:00Z
2013,12,1,541,545,-4,734,755,-21,EV,3819,N13968,EWR,CVG,95,569,5,45,2013-12-01T10:00:00Z
2013,12,1,546,545,1,826,835,-9,UA,1441,N23708,LGA,IAH,204,1416,5,45,2013-12-01T10:00:00Z
2013,12,1,549,600,-11,648,659,-11,US,2167,N945UW,LGA,DCA,42,214,6,0,2013-12-01T11:00:00Z
2013,12,1,550,600,-10,825,854,-29,B6,605,N706JB,EWR,FLL,140,1065,6,0,2013-12-01T11:00:00Z
2013,12,1,554,600,-6,827,849,-22,B6,353,N779JB,JFK,PBI,135,1028,6,0,2013-12-01T11:00:00Z
2013,12,1,554,601,-7,748,811,-23,EV,4714,N14904,EWR,CLT,86,529,6,1,2013-12-01T11:00:00Z
2013,12,1,554,600,-6,712,719,-7,EV,5747,N820AS,LGA,IAD,44,229,6,0,2013-12-01T11:00:00Z
2013,12,1,554,600,-6,645,705,-20,US,1739,N947UW,LGA,PHL,36,96,6,0,2013-12-01T11:00:00Z
2013,12,1,555,600,-5,805,827,-22,DL,1377,N386DA,LGA,ATL,112,762,6,0,2013-12-01T11:00:00Z
2013,12,1,556,600,-4,846,846,0,B6,583,N583JB,JFK,MCO,134,944,6,0,2013-12-01T11:00:00Z
2013,12,1,556,600,-4,742,756,-14,DL,1517,N332NB,EWR,DTW,87,488,6,0,2013-12-01T11:00:00Z
2013,12,1,557,600,-3,733,754,-21,DL,731,N318NB,LGA,DTW,79,502,6,0,2013-12-01T11:00:00Z
2013,12,1,557,600,-3,828,834,-6,EV,4141,N14148,EWR,ATL,121,746,6,0,2013-12-01T11:00:00Z
2013,12,1,558,600,-2,841,856,-15,B6,371,N592JB,LGA,FLL,141,1076,6,0,2013-12-01T11:00:00Z
2013,12,1,558,600,-2,721,717,4,EV,5716,N833AS,JFK,IAD,44,228,6,0,2013-12-01T11:00:00Z
2013,12,1,558,600,-2,718,725,-7,WN,4262,N368SW,EWR,MDW,109,711,6,0,2013-12-01T11:00:00Z
2013,12,1,558,600,-2,724,743,-19,UA,1038,N87507,EWR,CLE,62,404,6,0,2013-12-01T11:00:00Z
2013,12,1,559,600,-1,709,719,-10,EV,6177,N13202,EWR,IAD,41,212,6,0,2013-12-01T11:00:00Z
2013,12,1,600,600,0,1041,1043,-2,B6,1403,N651JB,JFK,SJU,200,1598,6,0,2013-12-01T11:00:00Z
2013,12,1,600,600,0,717,736,-19,UA,691,N455UA,LGA,ORD,114,733,6,0,2013-12-01T11:00:00Z
2013,12,1,602,600,2,724,738,-14,UA,1198,N37466,EWR,ORD,115,719,6,0,2013-12-01T11:00:00Z
2013,12,1,603,605,-2,731,735,-4,WN,3990,N8313F,LGA,MDW,106,725,6,5,2013-12-01T11:00:00Z
2013,12,1,604,608,-4,818,829,-11,EV,4393,N31131,EWR,IND,114,645,6,8,2013-12-01T11:00:00Z
2013,12,1,604,600,4,827,840,-13,UA,338,N486UA,EWR,LAS,300,2227,6,0,2013-12-01T11:00:00Z
2013,12,1,606,611,-5,900,912,-12,B6,601,N705JB,JFK,FLL,144,1069,6,11,2013-12-01T11:00:00Z
2013,12,1,606,610,-4,749,812,-23,DL,1919,N954DL,LGA,MSP,146,1020,6,10,2013-12-01T11:00:00Z
